,review_id,business_id,text,stars,visitfuture,visits
143041,i1J--Gjyb2tflLiAhirgnw,FV16IeXJp2W6pnghTz2FAw,"This place used to be my goto place for pho and bun. Now, every time I go there it just plain stinks. It smells like wet rag. The service sucks, nobody checks on you, and it's too crowded. Gross. Never coming here again. Jenni pho is my go to place now. Cleaner, well decorated, and pho tastes better.",1,0,6
143042,pTAI-IKB7VkVZLl-w8BJ5A,FV16IeXJp2W6pnghTz2FAw,Hands down the best Pho restaurant in Las Vegas. Only complaint is the wait to get a table is sometimes really long (upwards of 30-45 minutes at times). In the end I think my complaint only plays into the quality of food they serve here. It's so good that everyone I know if willing to wait to get a nice hot bowl of their Pho. Added bonus is they're open 24/7 so you can get this delicious meal any time you want.,5,0,7
143043,O4pgGkvS4we-rpimo9wSNA,FV16IeXJp2W6pnghTz2FAw,Always open with good broth. Definitely a good late grub after the club gets out.,4,0,7
143044,L-nVR6FFVc7rgwpBapnPzQ,FV16IeXJp2W6pnghTz2FAw,"I've eaten pho all over the country, and I have to say this is my top spot!! I have never had service so amazing, with a super sexy vibe. Everything we had was fantastic...let's not forget to mention its 24/7!!! If you need a cheap late night drunk food spot...I promise this is it.",5,1,5
143045,dqt8OcF0Ihm6btGhvtvQ6g,FV16IeXJp2W6pnghTz2FAw,"Absolutely wonderful. We came here late night on a Sunday. There was a steady flow of people coming in. Our sever Johnathan was very helpful and fast. I loved the atmosphere. My standards of Pho has risen because of this place. I've never had such delightful and tasty soup.  I order the egg noodle won ton soup. My boyfriend had the #13 Pho. No complaints here, we just wish we had big stomachs. This is a 24 hour place to dine. Food came out super quick.",5,0,9
143046,AUK-oYNbaAKmkBbGlS9ZPg,FV16IeXJp2W6pnghTz2FAw,"We placed a to go order and they left out one of entrees.  Once we realized when we were home and called them, they said there's nothing they can do.  No refund, nothing.  Very shady.",1,0,5
143047,cNJF3xu17tehIljiHYzMMQ,FV16IeXJp2W6pnghTz2FAw,Best Pho I have had in my life! This place is so good its popular. They even have  a sign in sheet. That tells you something!!,5,1,10
143048,4yo_SwMilLhTerIqpCDDMw,FV16IeXJp2W6pnghTz2FAw,I love coming here with friends after having a night out! Great service and great food!!,5,1,7
143049,oU4PABavIIcnhZQ49ZttPQ,FV16IeXJp2W6pnghTz2FAw,Place is very busy but well worth the wait. People in town say it's the best pho place to eat. My food has been amazing both times I have been there this week. Our server didn't listen to my order and when I told her it was wrong but I ate it she didn't care lol. I will still go back because it's that good.,4,1,8
143050,bqY5BkapuFBQBCh5qA2jOw,FV16IeXJp2W6pnghTz2FAw,"Used to be my favorite, but not anymore. Don't know if my taste buds changed or if the food quality changed. I usually order the same thing everytime I come here, but everything tasted alittle different. I always order the calamari, vermicelli noodles and side of pho. 30 min wait to one hour is a norm here. Don't think it's worth it anymore",2,1,6
143051,kxvA5I4HDCCgoJ53nOBfJg,FV16IeXJp2W6pnghTz2FAw,"The food was exceptional. I enjoyed the broth. Nothing much to rave about. The cilantro and lime was a lot less than other pho places normally give. The ambiance is really nice and comfortable.

What ruins this is the service. There was absolutely no attention paid to us. Over half the time I was there I had no water. I tried getting the attention of three different workers and was ignored. When two busboys were bussing the table besides us I asked one of them if we could have more water. He barely looked at me and said hold on with his index finger up. That whole time afterwards I was watching him and there were times he had nothing to do and still didn't refill our drinks. Even after making eye contact with him multiple times he still didn't come. That's when I decided to just leave. Just ridiculous. Something as simple as refilling a water was ignored.",1,0,4
143052,cpGSQoYVHcWh7SoiZC0uxQ,FV16IeXJp2W6pnghTz2FAw,"Wow this restaurant is open 24 hrs! I currently reside in Prov RI, was on vacation in Vegas and was getting up at 8a and was craving for pho ( noodle soup), found this place on the Internet, and there pho is absolutely delicious and i was served right a way!! Deff will go here again when in Vegas!!!",4,0,9
143053,O4o2DtYOip0WHbrhtxGhYw,FV16IeXJp2W6pnghTz2FAw,One of my favorite places to eat after a long night of partying or if I just want some good authentic Vietnamese food. Fast cab ride from the strip and easy to call for a can back. Prices are pretty reasonable!,5,1,9
143054,91imM6uo1vLoG61n4e9ljg,FV16IeXJp2W6pnghTz2FAw,"I have dined her 2 times. I always give most restaurants a few chances. The first time My experience was good. I enjoyed the Pho very much as well as the spring rolls. 
BUT today I was highly disappointed. I ordered the Wor Won ton soup and it was lacking a whole lot. No flavor to my broth what so ever. The pork egg rolls were warm, not hot. seemed like they were sitting for a bit before being served to our table. 

On a good note we were seated immediately upon arrival during the Lunch Rush Hour. Our waitress was fast, and friendly, She even fixed our bill for us as there was an error and we were charged for something we did not order. 
The Pho my brother Ordered was full of flavor. 

My suggestion is DO NOT ORDER the wor won ton soup. Stick with the PHO!",2,1,5
143055,Jqv_mhh0JPRMnaikinGehA,FV16IeXJp2W6pnghTz2FAw,"I used to hate this place. I can't get myself to eat pho at a Restaurant when we make it at home.

The first time I went the service was so horrible that I do to even remember the food.

Today I went for lunch with my friends and reluctantly got #13.. It was really good today. The serving was generous and it came out quickly. I know that can be a bad thing but it was a good thing today since we were hungry. The amount of meat for the price was good also. The broth was good and they have us a generous amount of herbs and sprouts.

We got two appetizers the crab rangoons and the egg rolls. They were both good but nothing special.

I took the time out to write this quick review because the service was so good today.

Usually the staff is pretty short and rude.

Today they were attentive, polite, and efficient. We had like 4 people help us.

It seems with the increased business they're getting they took the time to improve the service.

I was just really pleasantly surprised in the best way possible.

I've had their drunken noodles which is a Thai dish that they actually do a really good version of.

They have good food for sure so if you were reluctant to eat here because of bad service I'd say to give them another chance.",4,0,7
143056,m8t0QxvUkd5cwJwe_-CbOQ,FV16IeXJp2W6pnghTz2FAw,"One night after a gig... Some friends took me to Pho Kim Long (no pun intended), although I've heard many good things about the place I was ready to see for myself..
We arrived a little after 2am on a Wednesday night, there was a line and I didn't mind. I'd have to say that's the only negative thing I encountered.

So for starters I ordered the Fried Potstickers and the Crispy Calamari. The potstickers were just perfect and full of flavor. The calamari I absolutely fell in love with! Fried to a perfect golden brown crisp, on a bed of cabbage and peppers with a cocktail sauce on the side. All the flavors were right and it made me want another order soon as I was done!

For entree I had the Roasted Duck with Peanuts and a sweet and sour sauce. The duck was seasoned and roasted to a tee and the sauce along with the peanuts and cilantro really connected all of the flavors as one. One of the best plates of duck I've had in a while! I wasn't full although I was indeed satisfied. This is a nice place to go after a night of clubbing or even for a date. I will definitely be back again!",5,1,6
143057,U6QuEvp2mFMZjmJ4u4TjEA,FV16IeXJp2W6pnghTz2FAw,i came from san jose and i hear this place so good and i stop to fine out but supprire for me. very terrible for service take the long time for waiting list. the employees very discourteous. And the food is so bad.Price so expensive. nothing to remember this restaurant in my life.,1,0,4
143058,uVrHg8q-zAFImDjE7QN0eA,FV16IeXJp2W6pnghTz2FAw,"Food is good, always a wait even at 3am. Service is pretty friendly for being a place that busy. The only thing so far we don't like about this place is the calamari, it is to damn oily.",3,1,9
143059,8Hn4_lb8ou3LBCdeKibOyQ,FV16IeXJp2W6pnghTz2FAw,"I cannot believe this place has such high ratings, a line AND a recommendation from my taxi driver. Maybe the rating is purely because of the entertaining nature of it's name.

I was getting my bracelet restrung at the World of Feng Shui during a trip to Vegas and got hungry.  I was by myself and thought, hmmm, let's get some Vietnamese since I'm right in the middle of Chinatown.....?

Long story short.  I waited for 15 minutes.  They forgot to bring my 3 color bean drink (the very first thing I ordered).  The pho was average.  I asked for just tendons in my pho.  I love tendons.  There might have been 3 pieces floating or buried under my noodles.  The eggrolls were greasy and very small.  

Maybe I'm just used to Westminster, CA or Little Saigon as it's known as.  Or maybe I made the mistake of asking my Lebanese taxi driver where to get good Vietnamese.  Or maybe I just should have stuck with Chinese food in Chinatown......",2,1,6
143060,Y-qubGweptghnL0ohYHLQQ,FV16IeXJp2W6pnghTz2FAw,"Been here a few times and as of last weekend, I won't be coming back. The Pho doesn't taste THAT great anymore (or maybe I just have to be drunk to enjoy it) and the service was rude and rushed. .. Would rather pay $20 for a bowl of Pho on the strip.",2,0,10
143061,Vr7oXkOjFUG8H7hFtbWSZg,FV16IeXJp2W6pnghTz2FAw,"This is definitely the go-to pho spot post a crazy Vegas night.

The soup is A-OK - but due to the limited selection, I will definitely recommend this place + Lee's coffee is right next door.

Please note that they do not have tripe!",3,1,6
143062,7guE0aIYyabVCNi3Efd_dA,FV16IeXJp2W6pnghTz2FAw,I love this place almost everything is good besides the chicken fried noodles it tastes like warm slimey salt water .. I'm not sure if that's normal. The Beijing beef is really good and I'm in love with the egg rolls.,4,0,5
143063,Vdg9QGHe9sKNObC6txhGSg,FV16IeXJp2W6pnghTz2FAw,"Hands down best broth I've ever had. Ktown  in LA should be ashamed.

Further more... Young coconut. So good.",5,1,5
143064,01rpDTMga5N03a6s3u6DKQ,FV16IeXJp2W6pnghTz2FAw,"Still excellent food with bad service.   But, it's ultimately the food that everyone goes for.  The egg noodle wonton is yummy. The number 1 was not no 1. Pho is flavorful.   So much on the menu and they make them all so well.  The service staff see you as an inconvenience not as a customer,  hmm.  That's the kind of abuse I have to endure to get the privilege of eating their truly delicious food,  so they had me at the hello followed by the curt, how many.  Love the food.  Addicted to it.",3,1,5
143065,6_4ypKcvUPqOEMuFuVuOMg,FV16IeXJp2W6pnghTz2FAw,Great atmosphere and great food. Seated our group of 15 quite fast and easily. Definitely recommend to all.,5,1,10
143066,AF6oPkxENVSlUpzWPe3YWw,FV16IeXJp2W6pnghTz2FAw,"Came in sat down promptly and order right away.  10,15,20,25,30min ..where's my food??? Saw about 3 different tables fill up..saw that they too ordered right away so 35, 40min..what do I see?? I see those 3 tables getting their food before me..WT.F!!!45,50min I think..I was too mad at this point or maybe an hour went by until I finally received my food..if the food I ate was any good (beef cube with brown rice) I would've given them 2 stars but it was bland and the portion was really small for $14..overall I don't think I'm ever coming back..what a wack ass experience.",1,0,7
143067,0hk3Cf-1AG344fM6WQMbKg,FV16IeXJp2W6pnghTz2FAw,"Had high expectations since a lot of my friends raved about it. First off, the service is horrible. Took about 15 mins to get seated when it wasn't even that busy. Took another 15 mins to get our orders taken. Second, My pho dat biet came out super salty, my moms vegan pho the veggies weren't even cooked & salty & my dad's pho came out cold. Won't come back.",1,0,2
143068,eHd2ENB6dVqsBaPkmAw5PA,FV16IeXJp2W6pnghTz2FAw,"First thing first : the receptionist /waiter is cute looking! 

The setting of the place looks nice. At least much better looking than the other ph restaurants around this area.",4,1,9
143069,1RCPCN6AZIYjFHzxj9vHAw,FV16IeXJp2W6pnghTz2FAw,"As most have already mentioned, this good is perfect for hangovers. If you get this sober however, you might be a bit disappointed. 

The perks of Pho Kim Long is that it is 24 hours. The staff is friendly. The food is also cooked and ready within minutes. The best time to come is early afternoon. No wait :)",3,1,10
143070,TmC0SrfrKisnhMKw1aVWrQ,FV16IeXJp2W6pnghTz2FAw,"This gotta be the best pho I have ever had in my life~ If you plan to eat some Vietnamese food in Vegas, this is worth the drive or taxi ride for some nice clean, delicious, non greasy, light food~",5,1,7
143071,VinKjl6MExFuurFTsd0ksQ,FV16IeXJp2W6pnghTz2FAw,"Need a hangover cure while in Las Vegas? Well, come here!

Likes:
-Cheap. 
-Definitely good when you are craving something soupy and low-key have a hangover. 
-Service is quick. 
-Plenty of parking in parking lot. 

Dislikes:
-Not the friendliest service, but frankly, most Asian restaurants, like this aren't.
-It's not totally convenient since you cannot walk there if you are staying on the Strip, but it is definitely close enough to drive.  

Recommend:
Yes!",4,1,8
143072,bIhVwl1LDTgR38YvvusJFw,FV16IeXJp2W6pnghTz2FAw,Took about 30 minutes for us to finally order and it took practically another 45-hour for the food which only took us 15-20 minutes to eat. Got our food before our utensils. Long story short: horrendous service.,1,0,9
143073,xFtceZHAy0EgV3BkFbzPdQ,FV16IeXJp2W6pnghTz2FAw,I love this place!  I have been twice and I get the vegetarian pho.  It is excellent.  It's so fresh and is one of my favorite late night eateries.  It's open 24 hours so you can get your pho fix any time.,5,1,7
143074,hQxEP3llbEr55qPnjpy_uw,FV16IeXJp2W6pnghTz2FAw,We ate here twice during our last stay in Vegas.  It was awesome both times.  The spring rolls were great.  Open 24 hrs and fast service.  We definitely will go back next time we are in town.  The 1st time was at 3am.  The 2nd time was at 11pm.  They were busy both times but the wait to sit was very short.  I had pad thai the 1st time.,4,0,4
143075,SJnw1Df5ZLNu2kX39QQD6w,FV16IeXJp2W6pnghTz2FAw,"I'm from NYC and this place beats ALL of the vietnamese restaurants we have here. 

Atmosphere - ALL asians! Ha! 

Food - Our food came quick. I got the a spicy beef noodle soup. Soup was so sweet and savory. So delicious. My bowl was not fill with oil either. Noodles were cooked to perfection. Spring rolls (they call them summer rolls)/fried egg rolls were so crispy and yummy!",4,1,4
143076,pnsOOWKyCoMgh2ac4vYQXg,FV16IeXJp2W6pnghTz2FAw,"Honestly, I wasn't expecting much from a Las Vegas pho joint. I mean.....usually I don't get beyond the Strip, but I was feeling adventurous and I had major comfort food cravings that Earl's couldn't satisfy. This place proved me wrong!

The wait for 5 the Monday afternoon following EDC weekend was about 20-25 minutes. Not bad considering what a packed weekend it was and the families buzzing around.

Got the Pho Tai Nam with tai on the side. They confused my order. I ordered a small, I got a large. I ordered tai on the side, they gave me tai with an extra order of tai on the side. It's okay, though! It was really THE hangover cure. The broth wasn't too shabby, a bit too much sodium for my taste, but I don't inhale the broth so it was okay.

The smoothies are packed with powders, but still delicious. I'd get the avocado one over the mango one, though. The avocado powder is at least masked by the creaminess of the milk and had a better aftertaste. 

The decor is extremely modern! I was pleasantly surprised. I'm not sure why I was expecting something more rundown with 70s decor, haha. Maybe I'm just used to frequenting those types of joints. Just don't come in here with high hopes of having a deep conversations -- all the sounds are literally bouncing off the walls. I think it's the ""yay I'm cured from my hangover"" happiness that reverberates through the walls, but the yummy soup could also the case :).",3,0,4
143077,OFaVupgLYEjZ2B0f-lh6RQ,FV16IeXJp2W6pnghTz2FAw,Great place outside the strip! Open 24 hours a day. Awesome pho. Their chicken wings with the Kim Long sauce is really good too. There's always a crowd waiting but the wait is never more than a few minutes. Highly recommend this spot!,5,1,9
143078,g6rEqphJKFhlYKUhO2wQfA,FV16IeXJp2W6pnghTz2FAw,"I had this place bookmarked since my last trip to Vegas (June 2013) but had never had a chance to try it. With my most recent trip to Vegas being a bit longer of a stay.... finally, I had enough time to make it out to this 24/7 pho joint. I'm glad I did!! 
First off, the Crab Rangoon was so good that I ordered a second order... (don't worry, I was sharing haha). So definitely try that!  
For my main dish, I ordered the beef and flank pho... sooooo delicious! I think I'm getting the hang of how to eat pho! I'm still quite the novice pho eater, so I don't have a bunch to compare to... but the pho I had in Hawaii was on par with this establishment. 
To be honest, this place was a lot bigger than I imagined and a lot nicer, too. For a place thats open 24hrs a day, I figured it'd be a little hole in the wall... but there is ample seating and the ambience is surprisingly a slight step above casual. (Though you can stroll in here casual, dont worry).",4,1,4
143079,hraCgSz_vD2dEOAtydUC6A,FV16IeXJp2W6pnghTz2FAw,"THIS place is awesome! 

Im from the bay area, and we happened to be in vegas for EDC.  I was craving pho only cause we always have it at home, and i was out there for a dam near week! i was tired of spending 50$ on buffets and bogus food so decided to yelp for some comfort food.  Took a taxi here, it was about 15$, waited about 20 minutes and was seated right away.  The prices are generally the same.  The interior is awesome very nice inside.  we ordered bahn xeo, 2 bowls of pho, vermicelli, calamari, and spring rolls.  IT WAS ALL GOOD.  the servers were very attentitive and all this came out to 50$ for 3 people. bravo definitely coming back when were in town! i loved it",5,1,5
143080,XjyFfsyw3HL_LdD6nn8EkA,FV16IeXJp2W6pnghTz2FAw,"This place is the SHIZ NIT!! It's open 24 hours for those late night Pho cravings but they also have all types of family style dishes like roasted duck, saute shrimp & chicken, rice plates, etc.. This is the perfect spot to satisfy those late night hunger probs after a long night of clubbing at Hakkasan, Marquee, Tao.

EAT. SLEEP. RAVE. REPEAT",5,1,6
143081,bJmjb78urPN6W0uuRSeCdw,FV16IeXJp2W6pnghTz2FAw,Order 3 items. Nothing was served until I asked their server again. Still waiting for my last item. Btw their pho is just so so.,2,0,4
143082,D_xbD0BEttdLfeqAqMKrVw,FV16IeXJp2W6pnghTz2FAw,"A good bowl of pho for a reasonable price. Got a large bowl of the combination pho for $9. 

The soup is as close to homemade as you can get at a restaurant (especially in Las Vegas, NV). Small selection of meats, but the meats that they do offer are good. They pile on the meats but don't give you enough noodles. They are generous with the vegetables - I asked for extra basil and limes, and they gladly gave me a small plateful. 

We came late night at around 11pm, and there was a waiting list and full lobby. It took about 20 minutes for my table of 10 to get seated; our order was taken within 5 minutes and came out in the next 10 minutes. The service is fast but not attentive. The environment is loud and somewhat chaotic, well decorated. 

Definitely will come here again for a late night eat. 

Pros: food comes out hot and fast
Cons: none",5,1,8
143083,vr_C_CgZk7AP_LrD-Sf6RA,FV16IeXJp2W6pnghTz2FAw,"This place is LEGIT especially after a long night of partying. Best hangover cure spot in Vegas! I use to crawl in here to get their medicine.

This place got the right broth for me. I usually order Pho Dat Biet, the ""combination meat "" and depending on my mood I have a few go to appetizers I like. The SPRING ROLLS are always good, CRAB RANGOONS are also tasty and also I love to get the SHRIMP MAYO w/ WALNUTS. Try those!

I recently went and it looks like they renovated the decor to a lil bit more modern look and you really can't blame service. It's usually really packed and the food comes out pretty quick.

And on top of that it is open 24 hours!!!!",4,0,4
143084,wtpKtr0X53D8I_a4IdXuNQ,FV16IeXJp2W6pnghTz2FAw,"thumbs down! This is the worst service in China town or all of vegas. We have been there 3 times out of convience and each visit has been more disappointing, we will not return. 
THE Service is Teribble and on our third visit and first serious offense the manager was Very Rude and basically told us he did not need us. I was polite and patient the manager defensive and rude. But it was a simple complaint we did not get the food we ordered and the manager was Very rude to us when we Tryed to get the order correct he told us we had to pay for the wrong food.",1,1,1
143085,HhzYcnnbTIttgMNu7-I6RQ,FV16IeXJp2W6pnghTz2FAw,"I was there today. After left i just have only 1 thing go around in my mind: Why they could get ""The best restaurant"" ???!!! I got Pho, nowhere can beat it about the bad taste.Broth and meat, both was so bad. My wife ordered a Bun Bo Hue (her favorite at all) then it disapointed her to such an extent that she couldnt finish it. Of course each person has different taste but i dont want to pay that much for the stuffs not worth it (everything there has a higher price than the others). Not in mood to go back when in Vegas next time.",1,0,2
143086,sKmLJEGTrmP0CGXf8VVmlA,FV16IeXJp2W6pnghTz2FAw,"I always enjoy coming here when I'm in Vegas. Like any of the buffets, this is one of the must stop places.  The food is good and isn't too pricey.  Some of their portions look a lil small when your stomach is growling at you because you've realized just then that man/woman cannot survive on just alcohol and chlorine alone. LOL.  But, it's just enough to satisfy your hunger. I love that this is a 24 hour spot. Too late and you will see some drunks in here acting stupid but nothing over the top to get 'em kicked out. The wait staff are all pretty irritable seeming. LOL. I am not shocked. Their Pho isn't bad but it was a lil too salty for me. My godson, 3 years old, loves their egg rolls and their chow mein. He also likes their grilled pork and chicken. Visits here tend to be with our family who are also out in Vegas, either living there or other family who are just visiting, like us. There can be a wait. So, be prepared for that. And make sure that you give the host your name and that he WRITES IT DOWN on his clip board. Otherwise, you'll be passed up a few times.  I think that was the part that my husband disliked the most.  We'd been standing in the wait area for a while and nobody came to seat us. All of a sudden, 4 punk kids walk in and all of a sudden they are being seated. NOPE. My husband walked past those 4 kids and sat down, knowing that we should be helped first. The kids didn't say anything. They knew that we'd been there before them. The host was confused and my husband had to explain to him what had happened. The host said that he thought that we got there after those kids who he saw just walk in moments before he motioned to them to come and sit.  Anyway, my husband talked to the manager and all was well.  That was just the one time. It hasn't happened ever again since then. 

Food is good. The prices are about right. The pho broth tends to be a lil salty at night. The egg rolls are my godson's fave. They accept cash and card. There is parking all over and it's a 24 hour spot. I don't think you could ask for much more.",3,0,3
143087,x_VAG7WppssxLsF4OUwP0g,FV16IeXJp2W6pnghTz2FAw,"I was in town last month for edc.  I'm from NY, so we have some pretty decent pho.  The best is still the one my sister and mom makes.  Every time my bf and I travel to the west coast, I always want to try the pho in town.  Pho Kim Long definitely hit the spot.  I was hesitant at first to pick this spot.  Many of the previous reviews had mentioned about the waiters being rude.  We are from New York, we know what rude is!! We didn't have any problem here.  

Deco:  it was very simple, many big family tables.  My bf and I were seated at a table that fits 6 people.  We had the entire table to ourselves, even though there were people waiting for a seat.  In NY Viet restaurants, they would easy make you share a table with total strangers!  Overall, the restaurants and waiters seems somewhat clean.

Food:  I had the pho with sliced raw beef.  The broth was very tasty.  I very much enjoyed it.  I have to say that it was comparable to the pho in NY.  It tasted just as good but cleaner.  It sounds strange but if had the pho from pho bang in ny, you would know what I mean.  

Service: the waiter was attentive and quick.  I'm there for the food, not to make friends.  I just got out of airport security, 5 hrs flight, 1 hr car rental line, I just want quick good food!  This Viet pho spot definitely satisfied my taste buds and made the trip well worth it.",4,1,4
143088,X2eHDIsyPCxN9OhGjGyiWA,FV16IeXJp2W6pnghTz2FAw,"One of my favorite pho joints.

Pho:
The pho here is definitely on point. The broth comes out steaming hot and the broth is seasoned so well. This is one of the places where the broth is so good you'd clean the entire bowl out. It's addicting how good the pho is here. My equally just as good favorite dish to order here is the calamari. It's literally the best calamari I've ever had. They deep fry in a way that isn't super crispy but also is kind of soft in a way. I don't know how they do it but its the perfect deep fried texture. Also, the portion that they give is enormous! It was just two of us and we couldn't kill the entire plate of calamari.

Service:
Service here is okay. They seat you quickly if it's not busy and the food comes out quick. If you get pho, it always comes out before anything else does. The waiters were quick with the refills but if you're there for a while the service get slower and slower. It took us a while for them to realize I was trying to flag them down. Then it took even longer for them to get the check out to us. Service here is my only complaint.

Best part to this restaurant is that it's open 24 hours so you can get your pho craving in anytime.

TLDR; Good Pho and Calamari. Bad service.",4,1,4
143089,x79HOVKzH8B7Szcwz_Wfiw,FV16IeXJp2W6pnghTz2FAw,It's bomb! But the customer service sucks! To be honest...almost all Asian restaurants have horrible customer service. But nonetheless I've been coming here for years for pho. Though i do recommend you coming here at the end of your day/night. Because you are what you eat..no really... you end up smelling like you took a shower in pho afterwards..  Cologne/perfume won't help...don't even try it...home should be your next destination...don't even stop for gas,4,0,5
143090,sJoCT5RzHY7NsBCNcrVoZw,FV16IeXJp2W6pnghTz2FAw,"This a staple return spot every time we are back in Vegas. Best Vietnamese in Vegas. Stop searching Yelp, and come here.",5,1,7
143091,eDlCRpSUF4ITcacpbfJrmw,FV16IeXJp2W6pnghTz2FAw,"My friends and I came to Pho Kim Long to eat dinner around 8PM. Upon first impressions, I liked the decor of the restaurant. It was nicely decorated and roomy. We were also seated immediately. We all sat down, thought about what we wanted to order... 10 minutes had gone by after we were seated and no one came up to us to ask us what we wanted to drink. A couple of minutes later, an older gentleman took our orders. My friend and I both ordered Pho Dat Biet (special combination tender beef noodle soup, $8.75), my boyfriend ordered half of the Ga Chien Gion (deep fried chicken with fried garlic, $13.95 for half chicken), and my other friend ordered Com Chien Tom (shrimp fried rice, $11.50). 

Here came the most disappointing part. I'm not exaggerating when I say that 30 minutes had literally gone by before the first dish came out, and that was my boyfriend's deep fried chicken dish. I thought that this dish was pretty good. It wasn't too salty and I loved the fried garlic. Do note that this dish didn't come with rice so you would need to order it on the side. At this point, I'm starting to look around the room hoping to catch the attention of the workers to see if they had brought out our dishes. 5 minutes after the fried chicken came out, both of the Pho Dat Biet came out. Honestly, I didn't think that it was too good. The broth wasn't anything spectacular and for the ""special"" bowl of Pho that we ordered, there was barely any beef, tripe, tendon, and all the other components that goes in the special. 

At this point, my other friend who had ordered such a simple dish of fried rice STILL has not received has order. We started trying to track down the employees and finally managed to spoke to one about how we haven't received the last dish of fried rice. There was a couple who was sitting nearby us, who were seated way after we were seated and had managed to receive their food order BEFORE we even got ours! And how is it that the fried rice would be the last dish to come out? Makes no sense to me.... So about 10 minutes after both of the Pho dishes came out, my friend's fried rice finally came out. It didn't look too appealing either... He also mentioned that some of the parts in his fried rice were cold and not warm at all...

I don't know what happened with our order honestly. Pho Kim Long is open 24 hours, which is great for people who want to grab a late meal after EDC, clubbing, etc ;]. Since Vegas is the city that never sleeps, I'm sure many people there appreciate how late Pho Kim Long is opened. It's possible that at night, they don't have as many cooks in the kitchen or they simply forgot our order... who knows! I most likely wouldn't visit Pho Kim Long to eat again unless I desperately needed some soup or Pho late at night!",2,1,4
143092,oq-zoO7UhMkecvCYcCzcDw,FV16IeXJp2W6pnghTz2FAw,Benz is the greatest! He remembers exactly what me and my boyfriend order every time I come in after work and pick up food to take home. I get honey garlic pork chops just ask for extra sauce because sometimes they tend to cook on the dry side.,5,0,7
143093,tCrlG-hl7wnm5FFmQe35Dg,FV16IeXJp2W6pnghTz2FAw,"Went here last night with a couple of friends for the first time in a while because they were craving pho.  It was a fairly busy early Saturday morning.  We were sat pretty quickly which was nice, happy that they have such a quick turnover for tables.

The food is consistently good every time I come here.  Today the dish I usually order (pork chop w/ baked egg) was extra delicious!  They had a special salt & pepper eggplant that was pretty good as well.

The only reason I took away a star was because they forgot my drink order and when I asked for utensils they also forgot to bring some by.  They didn't check on us after all the food was dropped off and we had to go to the counter to get our check.

But all in all, still a great late night place to get your Asian food fix after a night out of clubbing or work!",4,1,7
143094,YUuN2bCYgw8DIngatg4vHg,FV16IeXJp2W6pnghTz2FAw,LOVE. I come to vegas basically just to get their chicken wings and bun. My favorite Vietnamese restaurant ever.,5,0,7
143095,4rziW9Mr1AIfmCLWj6RsnQ,FV16IeXJp2W6pnghTz2FAw,It was pretty packed but our party of 3 none the less was seated within five minutes. The servers definitely pay attention and were at our table to take our order the second the last menu was set on the table. Brown rice as an option is great for us semi-conscious eaters lol,4,1,10
143096,G90ekPjqEhxRX1b8G8AJLA,FV16IeXJp2W6pnghTz2FAw,"WORSE MANAGEMENT EVER. I came back to this place a year later with my whole family because i enjoyed it the last time we went and the prices were reasonable. My family ordered food that is SUPPOSE to come with rice. The server never told us that a cup of rice would be charged on each person. Who would think rice, so simple and given, would cost so much. When we found out that they charge $15 extra on our bill when it was ALREADY expensive, we questioned the manager about it and they argued with us and told one of the employees to take all the rice, THAT WE WERE EATING, away from us. What happened to customer service and how the customer is always right? What are they going to to do with the used rice? Hopefully throwing it away. But who knows, with their greediness and disrespect to the customers, they must use the used rice to make the fried rice.",1,1,8
143097,jdwjRv9nepqOs0TBJ70lzw,FV16IeXJp2W6pnghTz2FAw,"This is my favorite late night place after a night of drinking, and for takeout when I'm sick. The pho is great and the ingredients and everything are really fresh, i love the veggie pho and it is full of fresh veggies. I like their bob a teas as well, its always open and always really fast. The service is not the friendliest, but they are probably dealing with a ton of drunks like my friends and I so I'm not too picky.",4,0,4
143098,XkgdiKogZ9hW7fGemU_GHg,FV16IeXJp2W6pnghTz2FAw,"DO NOT GO HERE!!! I don't usually write bad reviews but place this deserves ZERO stars. They increased and over charged everything on the menu. While eating we were already disappointed how terrible the food was compared to before. 

When the bill came out, we realized they ripped us off. We ordered tons of food, they brought out white rice and charged us $15. First of all, a bag of rice is $25 that will last you for a year. They freaking charge you $1.50 per small bowl...WTF??? We didn't even ask for rice and they brought it out for no reason and refused to refund us the money until we argued with them.

I would never come back and I would not recommend this place to anyone. There are tons of restaurants around, there is no reason to come here. 

Steam chicken $26
Ca Kho To $18.90
Canh Chua $18.90
Coconut (not fresh) $5.50
Fried Tofu (4 )  $10
Rice - $15 for a bucket 

Vietnames food should not be this expensive. This place is NOT an upscale restaurant. I rather spend this amount at a Thai, Japanese,  or other upscale restaurants. Coconut is usually $2.50, Ca Kho To is usually under $10. If the food was superb, I don't mind paying for it but it wasnt.",1,0,4
143099,Hiss99gn1Ac-3wiFQtr9fw,FV16IeXJp2W6pnghTz2FAw,"Recommended to me by 2 different Vietnamese friends. I love the Pho and egg drop wonton soup here. Egg rolls were great too. The place is always busy which is a good sign and its open 24hrs which is awesome. For 2 people the bill was only like $35 and we were full with 2 large Pho, 2 coconuts/water, and egg rolls. I will definitely be back.",5,0,10
